,Absolute Magnitude,avg_dia,Relative Velocity km per hr,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion
30,28.6,0.00819488035,35546.9153827062,21946004.0,6,0.00220111,5.349,2458000.5,0.2299595839786057,1.176188921427005,1.990548431564578,336.8735046974825,465.9228968858448,0.905713006375406,120.0623447551711,1.446664836478604,2457796.5160968,157.6102089911095,0.772660031104252
31,21.2,0.24748143,57379.3457833544,25865906.0,6,0.0667857,4.469,2458000.5,0.4373989530511649,1.442414905197316,24.56842188077443,151.7319137192872,632.7522951838971,0.8115041357986146,97.07781956847644,2.073325674596017,2458075.090407064,317.5623087461238,0.5689430172598158
32,22.8,0.1184520597,42265.4885399758,49843512.0,6,0.0452308,6.708,2458000.5,0.513906570440738,0.8653553647152513,6.812692898480357,64.12627502627186,294.0289970235248,0.4206435570219426,292.8831880645742,1.31006717240856,2457885.993670272,140.1980046848551,1.224369037218451
33,23.8,0.07473819705,42950.2029249665,14592338.0,0,0.0515902,7.48,2456125.5,0.3864450668773289,0.7629535011587539,20.83340836762825,352.9209234711133,243.4139883487221,0.468113884379167,351.1779799498096,1.057793117938341,2456231.6333853165,203.0327732060237,1.478961839630405
34,23.6,0.0819488035,13816.8603514779,12937927.0,0,0.0231683,5.694,2458000.5,0.1755281002971447,1.085053919527081,1.499707987243189,143.9720934468935,412.8339519813857,0.8945964663125213,2.124647144481263,1.27551137274164,2458019.676041012,343.2780837648182,0.8720213012330731
35,19.8,0.47156614335,52742.1858542341,73819112.0,0,0.00864628,5.679,2458000.5,0.6596701710312648,1.039069958449247,1.660280612530236,211.1661458545495,386.8704956796536,0.3536265012455829,111.2704877710451,1.72451341565291,2458022.991311085,339.0708464948791,0.9305439520983694
36,21.7,0.19658148744999998,27053.5512844418,74676320.0,0,0.072723,4.988,2458000.5,0.1806949354384842,1.298712853884236,2.883848267500705,42.7745945849694,540.5901587784003,1.064042018598494,283.6789058830172,1.533383689169977,2458116.955251424,282.4479213473536,0.6659388709803942
37,20.1,0.41071694115,51778.1562725826,62975644.0,0,0.286119,5.55,2458000.5,0.6085291129034922,1.067729565398203,19.76609421451883,228.3483095782694,402.9863441432185,0.4179850401456034,179.9055930928364,1.717474090650803,2458175.9619568437,203.2544790124766,0.8933305190908865
38,19.9,0.45034217075,59537.6973600401,55719572.0,0,0.00632801,5.118,2458000.5,0.2001586683140727,1.225054256082759,23.76674096359197,157.1413506175398,495.2579002937377,0.9798490275727472,9.6180260171084,1.470259484592771,2458225.3960863966,196.5243824380092,0.7268940077209951
39,27.4,0.01424106985,26420.9069973864,10631156.0,7,0.00184403,5.435,2458000.5,0.2216354711934581,1.149622484484153,7.430785914533306,330.7831998198386,450.2267560674101,0.894825363440914,290.4836428426266,1.404419605527393,2457820.163435952,144.1965902347316,0.7995970811341543
40,23.9,0.07137442405,38158.5373419197,58869008.0,5,0.110326,4.698,2458000.5,0.2254849824771856,1.408325755715618,8.113962312011777,158.2260557876106,610.4542330459966,1.090769447365912,28.41222819732559,1.725882064065323,2457721.451415724,164.561870327472,0.589724799193709
41,26.9,0.01792844475,82168.6631087621,70754448.0,7,0.00602602,6.938,2458000.5,0.2997332703803507,0.8416315805242635,10.27694002800109,171.1772580572293,282.0210086909677,0.5893665944383424,218.2204921071237,1.093896566610185,2457932.078607813,87.3399513801906,1.276500646781531
42,21.424,0.22322488959999998,73347.2003754896,33566916.0,6,0.0890355,4.955,2458000.5,0.1478846210086852,1.235912132943166,39.40701510140626,356.5439054824789,501.8568085276265,1.05313973556283,218.6018120381645,1.418684530323502,2457874.563840209,90.33855226043312,0.7173360884675185
43,17.3,1.4912230804,82657.2597742512,12975059.0,0,0.0591071,3.12,2458000.5,0.7766438887734538,2.26319603381811,9.064507173740576,352.6914107643232,1243.602787733987,0.5054986650569561,299.7393341963947,4.020893402579265,2458582.7329616738,191.4543290913346,0.2894814996804316
44,26.5,0.0215547315,27059.2638778848,35312740.0,1,0.00576149,6.132,2458000.5,0.0139484975142376,0.988667858326567,4.320908199813253,264.4056022167966,359.0658068186285,0.9748774271622922,87.81644303895897,1.002458289490842,2457942.407117798,58.24402434197092,1.00260173250594
45,18.8,0.7473819704,77525.044157425,69933392.0,1,0.264451,3.214,2458000.5,0.4445997797497422,2.250574629195569,40.07490632410602,190.8023227140372,1233.214308376651,1.249969644744861,16.17455002900164,3.251179613646277,2458488.2635855256,217.6120228280012,0.2919200641402612
46,28.15,0.0100819054,48932.0385761632,48298924.0,4,4.42295e-05,5.916,2458000.5,0.1458940283310568,1.033210407631443,3.174319580769291,10.44411032877468,383.6026380708879,0.8824711791485181,85.73153235954244,1.183949636114367,2458145.0120523744,224.3796113696917,0.9384711268160616
47,20.8,0.29753812155,29476.3894326732,57238648.0,2,0.0497576,5.797,2458000.5,0.2962061287988718,1.052079402640927,7.906473496389842,128.8405407963474,394.1587791697582,0.7404470355956286,242.293197578416,1.363711769686226,2457881.085681769,109.0655767033018,0.9133375152985072
48,25.6,0.03262440625,50728.3313784829,40237380.0,7,0.024568,6.797,2458000.5,0.1986104067958223,0.8633230890356343,15.29060134113289,18.63948790340435,292.993820551631,0.691858139126041,344.8005314441176,1.034788038945228,2458132.9450594718,197.2654367936369,1.228694855482665
49,25.4,0.035771950149999995,40318.2037961903,34836728.0,5,0.0053862,6.79,2458000.5,0.177454625327355,0.8693364318543375,1.86779849136472,150.0050896869119,296.0603493553376,0.7150686610562064,204.9786870571115,1.023604202652469,2457906.7139113224,114.0409109070574,1.21596830100312
50,19.4,0.5669472027,33497.5158818422,5421688.5,1,0.0215286,5.768,2457800.5,0.1290438595815365,1.061197120692007,15.08972042172532,215.4436355173162,399.2937581924141,0.924256148461097,61.17301359257869,1.198138092922917,2457865.405627995,301.4816144786948,0.9015918546528368
51,21.0,0.271357992,93793.9698381571,59935336.0,1,0.175606,4.38,2458000.5,0.5458440282992364,1.487152224729361,10.42495328796337,114.7292730820402,662.4171450359277,0.6753990636889152,354.1692340425912,2.298905385769806,2457734.9226792026,144.331764664412,0.543464194273647
52,20.9,0.28414670015,69367.0052395429,65708916.0,0,0.0337336,5.148,2458000.5,0.523263108804333,1.182148764701506,23.27720540354022,65.77208245525733,469.4686819583911,0.5635739270145939,110.1549531441406,1.800723602388418,2457785.992688909,164.4894216808606,0.7668243140272065
53,19.4,0.5669472027,33497.5158868348,5421688.5,1,0.020437,5.768,2458000.5,0.1290153472152782,1.061191066459368,15.0900047631558,215.4428312993687,399.2903411827814,0.924281132558361,61.18913869575113,1.198101000360374,2457865.4169557453,121.790814642756,0.9015995702115028
54,18.9,0.7137442406500001,51633.110464672,33947260.0,0,0.00433054,3.539,2458000.5,0.5324847482604941,2.10401812174821,8.168524524209124,299.0216815675574,1114.737576501411,0.9836605618535968,332.9520294576553,3.224375681642823,2457678.0535241137,104.1327876318541,0.322945962878416
55,24.0,0.06816204584999999,39036.7263062466,46063436.0,3,0.0666464,6.379,2458000.5,0.2473747528584077,0.9352170073812008,7.028450269921951,204.1993482802674,330.3444547300045,0.7038679313112967,23.65247194162792,1.166566083451105,2458103.637073676,247.60414775645,1.089771584918032
56,21.494,0.21614371755,56443.3093445288,29137866.0,5,0.0739088,6.696,2458000.5,0.3838850579102436,0.8740622180160318,10.8683759590036,100.3027572519904,298.4777407624754,0.5385227928357914,257.1689856660798,1.209601643196272,2457968.782320913,38.2553300025332,1.206120091502847
57,17.4,1.4241069859,132850.0340120192,46238112.0,0,0.0508661,3.58,2458000.5,0.5639780444598699,1.723590507735431,53.82827282376167,38.98727038019353,826.5127687372666,0.7515233037332082,114.9699500537067,2.695657711737653,2458079.9432658567,325.3972971861633,0.4355649587241131
58,22.1,0.1635093593,56869.5062562905,27445294.0,0,0.0549144,5.293,2458000.5,0.1538369907726766,1.157817149428843,31.0424516089619,49.31999676585112,455.0492405086502,0.9797020432957112,246.8332902517551,1.335932255561975,2458117.7636105367,267.2300401028926,0.7911231751482434
59,21.6,0.2058460875,73042.032156736,30440984.0,0,0.0812573,5.01,2458000.5,0.4765100329390353,1.253468714046949,5.80092536793395,191.2587796617734,512.5882832519676,0.6561782958283874,147.9375112842552,1.850759132265511,2458112.460028539,281.3684518532314,0.7023180430814464
60,20.5,0.3416194718,71477.4622295909,22393042.0,1,0.117551,6.468,2458000.5,0.526542700061064,0.8963389405575244,20.13021458154914,38.78160579508243,309.9608358537071,0.424378214626492,334.98067422639,1.368299666488557,2457976.506133836,27.86736522773487,1.161437053840925
61,21.0,0.271357992,88985.7187613528,51248596.0,2,0.00215466,4.092,2458000.5,0.5332462604352894,1.653696612656535,7.502275135786705,74.49124208498932,776.7516457501827,0.7718690780629323,250.7422433155759,2.535524147250137,2457669.892935062,153.2259944718528,0.4634686028277596
62,22.2,0.1561502259,41027.7681871315,34981784.0,1,0.0499383,5.512,2458000.5,0.4988696932157258,1.100327266788939,10.78773208277203,16.98040476322838,421.5812038217386,0.5514073407690427,125.9795009921141,1.649247192808834,2457807.135336048,165.1195034118488,0.8539280137171922
63,20.6,0.3262440628,55639.5116057431,16406984.0,7,0.0947896,4.044,2458000.5,0.4908497989594158,1.661650553101948,22.1301664250267,72.21757892144072,782.3624022975998,0.8460297131710548,100.3153715205702,2.477271393032841,2457629.305441272,170.8032501941032,0.4601448113339436
64,24.4,0.05669472025,52866.635117418,57902824.0,0,0.021176,5.17,2458000.5,0.1896829317424602,1.233608012173821,5.565071112894867,215.9032878169585,500.4540394052879,0.9996136278037018,323.5602403844879,1.46760239654394,2457831.3481179783,121.6788610599896,0.7193467764348634
